Approved symbol,UniProt ID(supplied by UniProt),NCBI Gene ID(supplied by NCBI)
IST1,P53990,9798
SEC24C,P53992,9632
SUB1,P53999,10923
CLNS1A,P54105,1207
CRISP1,P54107,167
CRISP3,P54108,10321
BLM,P54132,641
RARS1,P54136,5917
HIRA,P54198,7290
SLC18A1,P54219,6570
ATXN3,P54252,4287
ATXN1,P54253,6310
HAP1,P54257,9001
ATN1,P54259,1822
TERF1,P54274,7013
PMS1,P54277,5378
PMS2,P54278,5395
CACNB3,P54284,784
CACNA2D1,P54289,781
MYOM2,P54296,9172
PNLIPRP1,P54315,5407
PNLIPRP2,P54317,5408
OAZ1,P54368,4946
YARS1,P54577,8565
USP14,P54578,9097
PRKAG1,P54619,5571
PRKAA2,P54646,5563
HSPA2,P54652,3306
BCAT1,P54687,586
ATP12A,P54707,479
ATP1B3,P54709,483
FXYD2,P54710,486
RAD23A,P54725,5886
RAD23B,P54727,5887
PDE1A,P54750,5136
EPHB3,P54753,2049
EPHA5,P54756,2044
EPHB4,P54760,2050
EPHB1,P54762,2047
EPHA4,P54764,2043
DVL1P1,P54792,8215
ARSF,P54793,416
NAGLU,P54802,4669
GALC,P54803,2581
AK2,P54819,204
PRRX1,P54821,5396
GAS1,P54826,2619
PTPN5,P54829,84867
GYS2,P54840,2998
NRL,P54845,4901
EMP1,P54849,2012
EMP2,P54851,2013
EMP3,P54852,2014
UGT2B15,P54855,7366
HMGCS2,P54868,3158
ALDH18A1,P54886,5832
NAPA,P54920,8775
ADPRH,P54922,141
SLURP1,P55000,57152
MFAP2,P55001,4237
AIF1,P55008,199
EIF5,P55010,1983
SLC12A2,P55011,6558
SLC12A3,P55017,6559
PSMD4,P55036,5710
DRG2,P55039,1819
GEM,P55040,2669
RRAD,P55042,6236
NR1H2,P55055,7376
APOC4,P55056,346
PLTP,P55058,5360
CSE1L,P55060,1434
TMBIM6,P55061,7009
AQP5,P55064,362
VCP,P55072,7415
DIO3,P55073,1735
FGF8,P55075,2253
MFAP1,P55081,4236
MFAP3,P55082,4238
MFAP4,P55083,4239
HADHB,P55084,3032
F2RL1,P55085,2150
AQP4,P55087,361
UCN,P55089,7349
INHBC,P55103,3626
GDF10,P55107,2662
MANF,P55145,7873
MTTP,P55157,4547
NCKAP1L,P55160,3071
AFDN,P55196,4301
MLLT10,P55197,8028
MLLT6,P55198,4302
ELL,P55199,8178
BRPF1,P55201,7862
NAP1L1,P55209,4673
CASP7,P55210,840
CASP9,P55211,842
CASP6,P55212,839
GP2,P55259,2813
ADK,P55263,132
ADAR,P55265,103
LAMB2,P55268,3913
CDKN2D,P55273,1032
CDH4,P55283,1002
CDH6,P55285,1004
CDH8,P55286,1006
CDH11,P55287,1009
CDH12,P55289,1010
CDH13,P55290,1012
CDH15,P55291,1013
FOXG1,P55316,2290
FOXA1,P55317,3169
FOXA3,P55318,3171
TPD52,P55327,7163
LIM2,P55344,3982
PRMT2,P55345,3275
PKNOX1,P55347,5316
SEC13,P55735,6396
SNU13,P55769,4809
PAX9,P55771,5083
CCL23,P55773,6368
CCL18,P55774,6362
NPEPPS,P55786,9520
GFER,P55789,2671
HNRNPH2,P55795,3188
XG,P55808,7499
OXCT1,P55809,5019
SH3BGR,P55822,6450
UCP2,P55851,7351
SUMO3,P55854,6612
EIF3B,P55884,8662
RAG2,P55895,5897
FCGRT,P55899,2217
UCP3,P55916,7352
BID,P55957,637
ATP5MF,P56134,9551
GFRA1,P56159,2674
DLX1,P56177,1745
DLX5,P56178,1749
DLX6,P56179,1750
TPTE,P56180,7179
NDUFV3,P56181,4731
RRP1,P56182,8568
MARS1,P56192,4141
ITGA1,P56199,3672
CTSW,P56202,1521
ARPP19,P56211,10776
MAZ,P56270,4150
CMC4,P56277,100272147
MTCP1,P56278,4515
TCL1A,P56279,8115
POLE2,P56282,5427
P2RX3,P56373,5024
AP1S2,P56377,8905
ATP5MJ,P56378,9556
ATP5F1E,P56381,514
ATP5ME,P56385,521
LGALS4,P56470,3960
HDAC4,P56524,9759
EIF6,P56537,3692
CAV3,P56539,859
CTBP2,P56545,1488
DSCR4,P56555,10281
NDUFA6,P56556,4700
TMEM50B,P56557,757
ARL4C,P56559,10123
PEX3,P56589,8504
NME5,P56597,8382
PER3,P56645,8863
SOX10,P56693,6663
KCNQ4,P56696,9132
WNT3,P56703,7473
WNT3A,P56704,89780
WNT4,P56705,54361
WNT7B,P56706,7477
RP1,P56715,6101
PRSS12,P56730,8492
CLDN15,P56746,24146
CLDN6,P56747,9074
CLDN8,P56748,9073
CLDN12,P56749,9069
CLDN17,P56750,26285
BACE1,P56817,23621
EDDM3B,P56851,64184
CLDN18,P56856,51208
CLDN20,P56880,49861
GSC,P56915,145258
HSD17B7,P56937,51478
BCAR1,P56945,9564
STX17,P56962,55014
NRG3,P56975,10718
RBM11,P57052,54033
H2BC12L,P57053,54145
PIGP,P57054,51227
RIPPLY3,P57055,53820
SLC37A1,P57057,54020
HUNK,P57058,30811
SIK1,P57059,150094
RWDD2B,P57060,10069
PRDM15,P57071,63977
SOX8,P57073,30812
UBASH3A,P57075,53347
CFAP298,P57076,56683
MAP3K7CL,P57077,56911
RIPK4,P57078,54101
WDR4,P57081,10785
TBX4,P57082,9496
SCAND1,P57086,51282
JAM2,P57087,58494
TMEM33,P57088,55161
SLC8A3,P57103,6547
SYNJ2BP,P57105,55333
GEMIN4,P57678,50628
EVC,P57679,2121
KLF3,P57682,51274
PCBP3,P57721,54039
PCBP4,P57723,57060
TMPRSS3,P57727,64699
RAB38,P57729,23682
CARD18,P57730,59082
RAB25,P57735,57111
CORO7,P57737,79585
TCTA,P57738,6988
CLDN2,P57739,9075
NUP107,P57740,57122
GSDMD,P57764,79792
SNX16,P57768,64089
RGS8,P57771,85397
EEFSEC,P57772,60678
GJA9,P57773,81025
FBXW4,P57775,6468
KCNK10,P57789,54207
CABP4,P57796,57010
SESN2,P58004,83667
SESN3,P58005,143686
FOXL2,P58012,668
SPINK7,P58062,84651
EPPK1,P58107,83481
INHBE,P58166,83729
OR1D5,P58170,8386
OR2B6,P58173,26212
OR4D2,P58180,124538
OR10A3,P58181,26496
OR12D2,P58182,26529
LOXL3,P58215,84695
PROK1,P58294,84432
VSX2,P58304,338917
ZNF121,P58317,7675
ANTXR2,P58335,118429
MLF1,P58340,4291
ADAMTS12,P58397,81792
NRXN1,"P58400, Q9ULB1",9378
NRXN2,"P58401, Q9P2S2",9379
NXPH1,P58417,30010
CLRN1,P58418,7401
FAM3B,P58499,54097
C21orf58,P58505,54058
SMIM11,P58511,54065
LINC01547,P58512,84536
LINC00158,P58513,54072
MTPN,P58546,136319
FXYD7,P58549,53822
FXYD6P3,P58550,406875
YBEY,P58557,54059
EVA1C,P58658,59271
SLC26A5,P58743,375611
TIRAP,P58753,114609
RHBDL3,P58872,162494
H2BC5,P58876,3017
DSCR9,P59020,257203
DSCR10,P59022,259234
RTP1,P59025,132112
LINC00310,P59036,114036
LINC00313,P59037,114038
NLRP6,P59044,171389
NLRP11,P59045,204801
NLRP12,P59046,91662
NLRP5,P59047,126206
BRWD1-AS2,P59051,103091865
B3GALT5-AS1,P59052,114041
CHMP4BP1,P59074,100307126
TSPEAR-AS2,P59090,114043
LINC00315,P59091,246704
STARD6,P59095,147323
DAOA,P59103,267012
RAB15,P59190,376267
TPPP2,P59282,122664
ADAMTS20,P59510,80070
TAS2R38,P59533,5726
TAS2R39,P59534,259285
TAS2R40,P59535,259286
TAS2R41,P59536,259287
TAS2R43,P59537,259289
TAS2R31,P59538,259290
TAS2R45,P59539,259291
TAS2R46,P59540,259292
TAS2R30,P59541,259293
TAS2R19,P59542,259294
TAS2R20,P59543,259295
TAS2R50,P59544,259296
TAS2R60,P59551,338398
FXYD4,P59646,53828
DEFA1,P59665,1667
DEFA1B,P59665,728358
DEFA3,P59666,1668
GNG2,P59768,54331
MINAR2,P59773,100127206
AP3S2,P59780,10239
GPX6,P59796,257202
SELENOV,P59797,348303
ZNF280A,P59817,129025
BPIFB3,P59826,359710
BPIFB4,P59827,149954
DEFB131A,P59861,644414
LILRA4,P59901,23547
DNAJB13,P59910,374407
OR2B8P,P59922,65944
ZNF445,P59923,353274
MCCD1,P59942,401250
KRTAP12-1,P59990,353332
KRTAP12-2,P59991,353323
ARPC4,P59998,10093
ELOF1,P60002,84337
ANAPC15,P60006,25906
H1-9P,P60008,373861
KRTAP10-10,P60014,353333
DEFB1,P60022,1672
CD81,P60033,975
SEC61G,P60059,23480
RNASE9,P60153,390443
TPI1,P60174,7167
PLP1,P60201,5354
EIF3E,P60228,3646
NANOS2,P60321,339345
NANOS3,P60323,342977
KRTAP12-3,P60328,386683
KRTAP12-4,P60329,386684
KRTAP10-1,P60331,386677
KRTAP10-2,P60368,386679
KRTAP10-3,P60369,386682
KRTAP10-5,P60370,386680
KRTAP10-6,P60371,386674
KRTAP10-4,P60372,386672
KRTAP10-7,P60409,386675
KRTAP10-8,P60410,386681
KRTAP10-9,P60411,386676
KRTAP10-11,P60412,386678
KRTAP10-12,P60413,386685
SEC61B,P60468,10952
PTEN,P60484,5728
ERVFRD-1,P60508,405754
ERVPABLB-1,P60509,100862693
PPP4C,P60510,5531
GABARAPL2,P60520,11345
IL2,P60568,3558
ROMO1,P60602,140823
UBE2G2,P60604,7327
CTXN1,P60606,404217
ERVFC1-1,P60608,346547
MYL6,P60660,4637
PFN3,P60673,345456
ACTB,P60709,60
RAC3,P60763,5881
C1QTNF8,P60827,390664
EIF4A1,P60842,1973
ZP1,P60852,22917
RPS20,P60866,6224
SNAP25,P60880,6616
PRPS1,P60891,5631
GPR85,P60893,54329
SEM1,"P60896, Q6ZVN7",7979
PSMA6,P60900,5687
S100A10,P60903,6281
CDC42,P60953,998
DSTN,P60981,11034
GMFB,P60983,2764
KRTDAP,P60985,388533
RAB8A,P61006,4218
SPCS3,P61009,60559
SRP54,P61011,6729
RAB4B,P61018,53916
RAB2A,P61019,5862
RAB5B,P61020,5869
CKS1B,P61024,1163
RAB10,P61026,10890
CXCR4,P61073,7852
UBE2D3,P61077,7323
UBE2M,P61081,9040
UBE2K,P61086,3093
UBE2N,P61088,7334
RAB14,P61106,51552
ZC3H6,P61129,376940
ACTR3,P61158,10096
ACTR2,P61160,10097
ACTR1A,P61163,10121
TMEM258,P61165,746
COPS2,P61201,9318
ARF3,P61204,377
POLR2F,P61218,5435
ABCE1,P61221,6059
RAP1B,P61224,5908
RAP2B,P61225,5912
YPEL3,P61236,83719
MAX,P61244,4149
RPS3A,P61247,6189
RPL26,P61254,6154
STX1B,P61266,112755
SST,P61278,6750
PSME3,P61289,10197
HAND2,P61296,9464
RPL15,P61313,6138
MAGOH,P61326,4116
FGF12,P61328,2257
RPL27,P61353,6155
OSTN,P61366,344901
ISL1,P61371,3670
ATP6V0D1,P61421,9114
PCBD1,P61457,5092
RPL37A,P61513,6168
ERVS71-1,P61550,105372315
ERVK-21,"P61565, P61571, P62683, P63119",100616103
ERVK-24,"P61566, P61581, P63129, P63145",100862684
ERVK-7,"P61567, P61582, P63130, P63131, P63135",449619
ERVK11-1,P61568,100859922
ERVK-25,"P61570, P61579, P63125, P63136",100862683
ERVK-9,"P61573, P63126, P63127, P63128, Q9UKH3",100616102
ERVK-8,"P61575, P62685, P63122, P63133, Q902F8",619465
ERVK-16,P61578,100616411
ERVK-5,"P61583, Q9HDB8, Q9HDB9",60358
RHOA,P61586,387
RND3,P61587,390
NAA20,P61599,51126
NCALD,P61601,83988
HSPE1,P61604,3336
SEC61A1,P61619,29927
LYZ,P61626,4069
ST8SIA6,P61647,338596
VBP1,P61758,7411
STXBP1,P61764,6812
B2M,P61769,567
DAD1,P61803,1603
TGFB2,P61812,7042
NPC2,P61916,10577
COPZ1,P61923,22818
PKIA,P61925,5569
RPL37,P61927,6167
GNG11,P61952,2791
SUMO2,P61956,6613
UFM1,P61960,51569
DCAF7,P61962,10238
WDR5,P61964,11091
AP1S1,P61966,1174
LMO4,P61968,8543
NUTF2,P61970,10204
HNRNPK,P61978,3190
YWHAG,P61981,7532
USP46,P62068,64854
RRAS2,P62070,22800
TIMM10,P62072,26519
TSPAN5,P62079,10098
RPS7,P62081,6201
PPP1CA,P62136,5499
PPP1CB,P62140,5500
NCS1,P62166,23413
PSMC1,P62191,5700
PSMC5,P62195,5705
RPS8,P62241,6202
RPS15A,P62244,6210
RPS16,P62249,6217
UBE2G1,P62253,7326
UBE2H,P62256,7328
YWHAE,P62258,7531
RPS14,P62263,6208
RPS23,P62266,6228
RPS18,P62269,6222
RPS29,P62273,6235
RPS13,P62277,6207
RPS11,P62280,6205
SNRPE,P62304,6635
SNRPF,P62306,6636
SNRPG,P62308,6637
LSM3,P62310,27258
LSM6,P62312,11157
SNRPD1,P62314,6632
SNRPD2,P62316,6633
SNRPD3,P62318,6634
BTG1,P62324,694
TMSB4X,P62328,7114
ARF6,P62330,382
PSMC6,P62333,5706
SELENOT,P62341,51714
TBPL1,P62380,9519
RPL7A,P62424,6130
POLR2G,P62487,5436
RAB11A,P62491,8766
ETF1,P62495,2107
LCN6,P62502,158062
ESRRG,P62508,2104
CNBP,P62633,7555
YPEL5,P62699,51646
RPS4X,P62701,6191
PPP2CB,P62714,5516
ACTA2,P62736,59
RHOB,P62745,388
RPL23A,P62750,6147
RPS6,P62753,6194
VSNL1,P62760,7447
H4-16,P62805,121504
H4C1,P62805,8359
H4C2,P62805,8366
H4C3,P62805,8364
H4C4,P62805,8360
H4C5,P62805,8367
H4C6,P62805,8361
H4C8,P62805,8365
H4C9,P62805,8294
H4C11,P62805,8363
H4C12,P62805,8362
H4C13,P62805,8368
H4C14,P62805,8370
H4C15,P62805,554313
H2BC4,P62807,8347
H2BC6,P62807,8344
H2BC7,P62807,8343
H2BC8,P62807,8339
H2BC10,P62807,8346
RAB1A,P62820,5861
RAN,P62826,5901
RPL23,P62829,9349
RAP1A,P62834,5906
UBE2D2,P62837,7322
RPS15,P62841,6209
RPS24,P62847,6229
RPS25,P62851,6230
RPS26,P62854,6231
RPS28,P62857,6234
FAU,P62861,2197
GNB1,P62873,2782
POLR2L,P62875,5441
RBX1,P62877,9978
GNB2,P62879,2783
RPL30,P62888,6156
RPL39,P62891,6170
RPL31,P62899,6160
RPL10A,P62906,4736
RPL32,P62910,6161
RPL11,P62913,6135
RPL8,P62917,6132
PPIA,P62937,5478
FKBP1A,P62942,2280
RPL41,P62945,6171
BLCAP,P62952,10904
CACNG7,P62955,59284
RPS27A,P62979,6233
UBA52,P62987,7311
GRB2,P62993,2885
TRA2B,P62995,6434
RAC1,P63000,5879
AP2B1,P63010,163
VAMP2,P63027,6844
GNAI1,P63096,2770
PPP3R1,P63098,5534
YWHAZ,P63104,7534
UBE2B,P63146,7320
PPP2R2A,P63151,5520
SNRPN,P63162,6638
SUMO1,P63165,7341
DYNLL1,P63167,8655
DYNLT1,P63172,6993
RPL38,P63173,6169
SKP1,P63208,6500
GNGT1,P63211,2792
GNG3,P63215,2785
GNG5,P63218,2787
RPS21,P63220,6227
EIF5A,P63241,1984
RACK1,P63244,10399
KCNJ2,P63252,3759
ACTG1,P63261,71
ACTG2,P63267,72
SUPT4H1,P63272,6827
UBE2I,P63279,7329
SELENOW,P63302,6415
TMSB10,P63313,9168
TNNC1,P63316,7134
PPP2CA,P67775,5515
YBX1,P67809,4904
SEC11A,P67812,23478
CSNK2B,P67870,1460
TPM4,P67936,7171
ACTC1,P68032,70
UBE2L3,P68036,7332
EEF1A1,P68104,1915
FKBP1B,P68106,2281
ACTA1,P68133,58
TUBA1B,P68363,10376
TUBA4A,P68366,7277
TUBB4B,P68371,10383
CSNK2A1,P68400,1457
PAFAH1B2,P68402,5049
H3C1,P68431,8350
H3C2,P68431,8358
H3C3,P68431,8352
H3C4,P68431,8351
H3C6,P68431,8353
H3C7,P68431,8968
H3C8,P68431,8355
H3C10,P68431,8357
H3C11,P68431,8354
H3C12,P68431,8356
UBXN2A,P68543,165324
HBB,P68871,3043
NOMO3,P69849,408050
HBG1,P69891,3047
HBG2,P69892,3048
HBA1,P69905,3039
HBA2,P69905,3040
CXADR,P78310,1525
FAM193A,P78312,8603
SH3BP2,P78314,6452
NOP14,P78316,8602
RNF4,P78317,6047
IGBP1,P78318,3476
SIRPA,P78324,140885
ADAM8,P78325,101
CYP4F2,P78329,8529
PSPH,P78330,5723
RBM6,P78332,10180
GPC5,P78333,2262
GABRE,P78334,2564
PITX1,P78337,5307
EIF4G2,P78344,1982
RPP38,P78345,10557
RPP30,P78346,10556
GTF2I,P78347,2969
ASIC1,P78348,41
DLG4,P78352,1742
PIP4K2B,P78356,8396
CNTNAP1,P78357,8506
CTAG1A,P78358,246100
CTAG1B,P78358,1485
SRPK2,P78362,6733
ABCA4,P78363,24
PHC1,P78364,1911
NKX3-2,P78367,579
CSNK1G2,P78368,1455
CLDN10,P78369,9071
CCT2,P78371,10576
OLR1,P78380,4973
SLC35A2,P78381,7355
SLC35A1,P78382,10559
SLC35B1,P78383,10237
KRT83,P78385,3889
KRT85,P78386,3891
PRAME,P78395,23532
CCNA1,P78396,8900
RAE1,P78406,8480
BTN3A2,P78410,11118
IRX5,P78411,10265
IRX6,P78412,79190
IRX4,P78413,50805
IRX1,P78414,79192
IRX3,P78415,79191
GSTO1,P78417,9446
CX3CL1,P78423,6376
POU6F2,P78424,11281
NKX6-1,P78426,4825
JAG1,P78504,182
KCNJ10,P78508,3766
RELN,P78509,5649
DENND2B,P78524,6764
PRKDC,P78527,5591
ADAM17,P78536,6868
BLOC1S1,P78537,2647
SRPX,P78539,8406
ARG2,P78540,384
BTG2,P78543,7832
ELF3,P78545,1999
NTHL1,P78549,4913
IL13RA1,P78552,3597
CCL20,P78556,6364
MAP1A,P78559,4130
CRADD,P78560,8738
PHEX,P78562,5251
ADARB1,P78563,104
HLA-DRB3,P79483,3125
PRR3,P79522,80742
CCL8,P80075,6355
CCL7,P80098,6354
GPLD1,P80108,2822
CXCL6,P80162,6372
LCN2,P80188,3934
MAP3K9,P80192,4293
IFI35,P80217,3430
MT1H,P80294,4496
MT1X,P80297,4501
NUCB2,P80303,4925
HSD11B2,P80365,3291
DLK1,P80370,8788
ABAT,P80404,18
S100A12,P80511,6283
BASP1,P80723,10409
IGLV3-21,P80748,28796
SIM1,P81133,6492
HAMP,P81172,57817
GPSM2,P81274,29899
PRLH,P81277,51052
FAM189B,P81408,10712
DEFB103A,P81534,414325
DEFB103B,P81534,55894
DCD,P81605,117159
SSBP2,P81877,23635
TMF1,P82094,7110
SLC7A9,P82251,11136
CRB1,P82279,23418
MRPS22,P82650,56945
MRPS25,P82663,64432
MRPS10,P82664,55173
MRPS35,P82673,60488
MRPS5,P82675,64969
MRPS36,P82909,92259
MRPS11,P82912,64963
MRPS15,P82914,64960
MRPS21,P82921,54460
MRPS34,P82930,65993
MRPS6,P82932,64968
MRPS9,P82933,64965
HMGN5,P82970,79366
SARNP,P82979,84324
RBP5,P82980,83758
ADAMTSL3,P82987,57188
HTRA4,P83105,203100
HTRA3,P83110,94031
LACTB,P83111,114294
LSM11,P83369,134353
COG7,P83436,91949
RPL24,P83731,6152
QRFP,P83859,347148
TXNL4A,P83876,10907
RPL36A,P83881,6173
CBX1,P83916,10951
SMAD3,P84022,4088
HPCA,P84074,3208
ARF1,P84077,375
ARF5,P84085,381
ERH,P84090,2079
RHOG,P84095,391
RPL19,P84098,6143
SERF2,P84101,10169
SRSF3,P84103,6428
MXRA7,P84157,439921
H3-3A,P84243,3020
H3-3B,P84243,3021
SKOR1,P84550,390598
FOXK1,P85037,221937
ARHGAP8,P85298,23779
PRR5,P85299,55615
HTD2,P86397,109703458
ADORA2A-AS1,P86434,646023
ZBED6,P86452,100381270
PRR20E,P86478,729250
PRR20C,P86479,729240
PRR20D,P86480,729246
PRR20B,P86481,729233
PRR20A,P86496,122183
CCZ1B,P86790,221960
CCZ1,P86791,51622
TNFAIP6,P98066,7130
TMPRSS15,P98073,5651
SHC2,P98077,25759
DAB2,P98082,1601
MUC5AC,P98088,4586
FBLN2,P98095,2199
DGCR2,P98153,9993
VLDLR,P98155,7436
HSPG2,P98160,3339
PKD1,P98161,5310
LRP2,P98164,4036
ZXDA,P98168,7789
ZXDB,P98169,158586
XIAP,P98170,331
ARHGAP4,P98171,393
EFNB1,P98172,1947
FAM3A,P98173,60343
FGD1,P98174,2245
RBM10,P98175,8241
FOXO4,P98177,4303
RBM3,P98179,5935
ZNF200,P98182,7752
CYP4F8,P98187,11283
ATP2C1,P98194,27032
ATP11A,P98196,23250
ATP8B2,P98198,57198
CYCS,P99999,54205
PPP2R2B,Q00005,5521
MPP1,Q00013,4354
HOXA4,Q00056,3201
TFAM,Q00059,7019
PITPNA,Q00169,5306
MAT1A,Q00266,4143
SLC25A3,Q00325,5250
HDLBP,Q00341,3069
GTF2B,Q00403,2959
HOXC5,Q00444,3222
CDK3,Q00526,1018
CDKL1,Q00532,8814
CDK6,Q00534,1021
CDK5,Q00535,1020
CDK16,Q00536,5127
CDK17,Q00537,5128
PURA,Q00577,5813
CDC42EP1,Q00587,11135
FANCC,Q00597,2176
NDP,Q00604,4693
CLTC,Q00610,1213
HSF1,Q00613,3297
NFKB2,Q00653,4791
FKBP3,Q00688,2287
PLCB2,Q00722,5330
REEP5,Q00765,7905
SORD,Q00796,6652
HNRNPU,Q00839,3192
MYBPC1,Q00872,4604
PSG9,Q00887,5678
PSG4,Q00888,5672
PSG6,Q00889,5675
ECT2L,Q008S8,345930
B4GALNT1,Q00973,2583
CACNA1B,Q00975,774
IRF9,Q00978,10379
MDM2,Q00987,4193
BEX3,Q00994,27018
PLIN5,Q00G26,440503
PRCD,Q00LT1,768206
PDE1B,Q01064,5153
U2AF1,Q01081,7307
SPTBN1,Q01082,6711
TIAL1,Q01085,7073
E2F1,Q01094,1869
INSM1,Q01101,3642
SET,Q01105,6418
IL9R,Q01113,3581
SCN7A,Q01118,6332
SRSF2,Q01130,6427
CD83,Q01151,9308
FOXK2,Q01167,3607
RUNX1,Q01196,861
RELB,Q01201,5971
IL5RA,Q01344,3568
MS4A2,Q01362,2206
GALK2,Q01415,2585
AMPD3,Q01432,272
AMPD2,Q01433,271
MYL7,Q01449,58498
PMP22,Q01453,5376
CTBS,Q01459,1486
FABP5,Q01469,2171
ANK2,Q01484,287
CAP1,Q01518,10487
DEFA5,Q01523,1670
DEFA6,Q01524,1671
TSPY1,Q01534,7258
MYT1,Q01538,4661
FLI1,Q01543,2313
KRT76,Q01546,51350
HMGCS1,Q01581,3157
IFITM3,Q01628,10410
IFITM2,Q01629,10581
IL1RL1,Q01638,9173
SLC7A5,Q01650,8140
DR1,Q01658,1810
TFAP4,Q01664,7023
CACNA1D,Q01668,776
MC2R,Q01718,4158
MC1R,Q01726,4157
FMO1,Q01740,2326
EXOSC10,Q01780,5394
OTUD4,Q01804,54726
PFKP,Q01813,5214
ATP2B2,Q01814,491
SATB1,Q01826,6304
XPC,Q01831,7508
EWSR1,Q01844,2130
CDR2,Q01850,1039
POU4F1,Q01851,5457
POU5F1,Q01860,5460
SPIB,Q01892,6689
BNC1,Q01954,646
COL4A3,Q01955,1285
SLC6A3,Q01959,6531
OCRL,Q01968,4952
PLCB3,Q01970,5331
ROR1,Q01973,4919
ROR2,Q01974,4920
TAGLN,Q01995,6876
AKAP17A,Q02040,8227
MYL5,Q02045,4636
MEF2A,Q02078,4205
MEF2B,Q02080,100271849
NAAA,Q02083,27163
SP2,Q02086,6668
RHAG,Q02094,6005
GUCY1A1,Q02108,2982
DHODH,Q02127,1723
GUCY1B1,Q02153,2983
PRKCE,Q02156,5581
RHD,Q02161,6007
OGDH,Q02218,4967
COX6A2,Q02221,1339
TNFRSF17,Q02223,608
CENPE,Q02224,1062
KIF23,Q02241,9493
CNTN2,Q02246,6900
ALDH6A1,Q02252,4329
NRG1,Q02297,3084
CYP27A1,Q02318,1593
PLGLB1,Q02325,5343
PLGLB2,Q02325,5342
BDH1,Q02338,622
ID2,Q02363,3398
SEMG2,Q02383,6407
ZNF45,Q02386,7596
COL7A1,Q02388,1294
APBA1,Q02410,320
DSG1,Q02413,1828
SP4,Q02446,6671
SP3,Q02447,6670
DSC2,Q02487,1824
MUC3A,Q02505,4584
OC90,Q02509,729330
ID3,Q02535,3399
H1-1,Q02539,3024
RPL18A,Q02543,6142
PAX5,Q02548,5079
IRF8,Q02556,3394
NHLH1,Q02575,4807
NHLH2,Q02577,4808
CACNB1,Q02641,782
GHRHR,Q02643,2692
GCNT1,Q02742,2650
GUCA2A,Q02747,2980
MAP2K1,Q02750,5604
TEK,Q02763,7010
MAP3K10,Q02779,4294
FKBP4,Q02790,2288
PLOD1,Q02809,5351
MUC2,Q02817,4583
NUCB1,Q02818,4924
RASSF7,Q02833,8045
GUCY2D,Q02846,3000
RPL6,Q02878,6128
TOP2B,Q02880,7155
CYP4A11,Q02928,1579
CREB5,Q02930,9586
AKAP12,Q02952,9590
PAX2,Q02962,5076
SLC25A11,Q02978,8402
CFHR3,Q02985,10878
DST,Q03001,667
GSTM4,Q03013,2948
HHEX,Q03014,3087
POU3F1,Q03052,5453
CREM,Q03060,1390
MLLT1,Q03111,4298
MECOM,Q03112,2122
GNA12,Q03113,2768
CAV1,Q03135,857
ACY1,Q03154,95
KMT2A,Q03164,4297
TGFBR3,Q03167,7049
TNFAIP2,Q03169,7127
PPARD,Q03181,5467
CENPC,Q03188,1060
LMNB2,Q03252,84823
PTS,Q03393,5805
ROM1,Q03395,6094
TFF2,Q03403,7032
PLAUR,Q03405,5329
MVK,Q03426,4598
PTH1R,Q03431,5745
TAP1,Q03518,6890
TAP2,Q03519,6891
CFHR1,Q03591,3078
COL10A1,Q03692,1300
CEBPZ,Q03701,10153
KCNC4,Q03721,3749
EVX2,Q03828,344191
ZNF85,Q03923,7639
ZNF117,Q03924,51351
HSF2,Q03933,3298
ZNF92,Q03936,168374
ZNF90,Q03938,7643
ARID5A,Q03989,10865
PRB3,Q04118,5544
RELA,Q04206,5970
UBXN1,Q04323,51035
GBE1,Q04446,2632
FOLH1,Q04609,2346
EIF4G1,Q04637,1981
ATP7A,Q04656,538
OCA2,Q04671,4948
KRT17,Q04695,3872
NOTCH2,Q04721,4853
TLE1,Q04724,7088
TLE2,Q04725,7089
TLE3,Q04726,7090
TLE4,Q04727,7091
EMX1,Q04741,2016
EMX2,Q04743,2018
HGFAC,Q04756,3083
PRKCQ,Q04759,5588
GLO1,Q04760,2739
ACVR1,Q04771,90
AKR1C1,Q04828,1645
SSBP1,Q04837,6742
CHRNE,Q04844,1145
REL,Q04864,5966
CD164,Q04900,8763
MST1R,Q04912,4486
YWHAH,Q04917,7533
PLP2,Q04941,5355
CSTF1,Q05048,1477
SRY,Q05066,6736
ICA1,Q05084,3382
UBE3A,Q05086,7337
DNM1,Q05193,1759
MXD1,Q05195,4084
PTPN12,Q05209,5782
EGR4,Q05215,1961
CLC,Q05315,1178
GAD2,Q05329,2572
PTK2,Q05397,5747
LIPE,Q05469,3991
ZNF91,Q05481,7644
PRKCZ,Q05513,5590
ZBTB16,Q05516,7704
SRSF11,Q05519,9295
GRIN1,Q05586,2902
EEF1A2,Q05639,1917
PRKCD,Q05655,5580
CALD1,Q05682,800
COL14A1,Q05707,7373
RNASEL,Q05823,6041
CHRNB3,Q05901,1142
DUSP2,Q05923,1844
EN1,Q05925,2019
FPGS,Q05932,2356
SLC18A2,Q05940,6571
TNP2,Q05952,7142
ZP2,Q05996,7783
MBTD1,Q05BQ5,54799
FAM86JP,Q05BU3,100125556
EML5,Q05BV3,161436
LRRC63,Q05C16,220416
CTDSPL2,Q05D32,51496
DEUP1,Q05D60,159989
FHIP1A,Q05DH4,729830
ITIH3,Q06033,3699
ATP5MC2,Q06055,517
